City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
286,plouzane,48.3833,-4.6167,21.03,91,0,3.6,FR,1693776500
287,andovoranto,-18.95,49.1,19.78,90,69,1.38,MG,1693776501
288,sao vicente,-23.9631,-46.3919,34.04,60,20,1.34,BR,1693776501
289,kertih,4.5141,103.4483,26.01,100,100,0.0,MY,1693776502
290,dobryanka,58.4619,56.4165,12.23,68,100,1.57,RU,1693776503
291,holmsund,63.706,20.3641,12.97,94,0,2.57,SE,1693776503
292,kozhevnikovo,56.2589,83.9714,11.72,88,45,1.83,RU,1693776503
293,san juan,-31.5375,-68.5364,17.82,22,0,6.27,AR,1693776504
294,kone,-21.0595,164.8658,20.42,78,100,1.86,NC,1693776504
295,mejit,10.2753,170.8646,28.27,78,50,4.49,MH,1693776504
296,luanco,43.6152,-5.7934,22.79,87,100,6.0,ES,1693776504
297,rio grande,-32.035,-52.0986,17.06,98,100,3.58,BR,1693776505
298,panajachel,14.7333,-91.15,26.28,76,93,1.15,GT,1693776505
299,broken hill,-31.95,141.4333,16.93,27,68,10.22,AU,1693776505
300,mwingi,-0.9344,38.0601,19.04,69,2,5.0,KE,1693776505
301,mogocha,53.7333,119.7667,4.03,63,89,0.28,RU,1693776505
302,port saint john's,-31.6229,29.5448,19.16,88,92,1.43,ZA,1693776506
303,shingu,33.7333,135.9833,25.91,86,100,4.93,JP,1693776506
304,thohoyandou,-22.9456,30.485,19.44,41,97,0.88,ZA,1693776506
305,dellys,36.9172,3.9131,29.64,55,100,4.54,DZ,1693776506
306,remire-montjoly,4.9167,-52.2667,30.02,66,0,4.12,GF,1693776506
307,mikhaylov,54.2292,39.0186,14.9,81,87,2.33,RU,1693776506
308,arica,-18.475,-70.3042,20.75,68,100,6.69,CL,1693776507
309,nuuk,64.1835,-51.7216,5.49,60,100,4.02,GL,1693776507
310,bikenibeu village,1.3673,173.1241,28.98,84,40,3.6,KI,1693776507
311,flin flon,54.7682,-101.865,19.91,49,100,3.09,CA,1693776507
312,corn island,12.1694,-83.0418,28.73,76,75,3.12,NI,1693776507
313,akrehamn,59.2667,5.1833,16.34,94,75,2.06,NO,1693776508
314,glendive,47.1053,-104.7125,35.79,21,0,4.12,US,1693776508
315,san patricio,28.017,-97.5169,35.65,44,64,6.74,US,1693776508
316,qamdo,31.1667,97.2333,2.74,80,89,1.15,CN,1693776508
317,lorengau,-2.0226,147.2712,27.31,76,31,4.23,PG,1693776509
318,yuzhno-kurilsk,44.0306,145.8556,17.38,95,99,1.24,RU,1693776509
319,tazacorte,28.629,-17.9293,23.54,73,20,1.03,ES,1693776509
320,flen,59.0583,16.5878,15.05,87,86,2.91,SE,1693776335
321,egilsstadir,65.2653,-14.3948,9.95,50,75,7.2,IS,1693776509
322,oruro,-17.9833,-67.15,12.33,33,99,6.52,BO,1693776510
323,urangan,-25.3,152.9,20.56,75,2,4.33,AU,1693776510
324,achinsk,56.2694,90.4993,11.46,91,82,2.04,RU,1693776510
325,kununurra,-15.7667,128.7333,16.99,88,16,0.0,AU,1693776510
326,krasnopillya,50.7746,35.2597,15.22,59,69,3.49,UA,1693776510
327,kill devil hills,36.0307,-75.676,28.0,56,0,2.06,US,1693776510
328,karonga,-9.9333,33.9333,22.76,72,13,1.19,MW,1693776511
329,sabha,27.0377,14.4283,32.81,20,0,5.8,LY,1693776511
330,xilin hot,43.9667,116.0333,13.23,89,2,2.19,CN,1693776511
331,humaita,-7.5061,-63.0208,39.49,21,98,1.89,BR,1693776512
332,kwang binh,17.4833,106.6,25.81,88,95,3.69,VN,1693776381
333,tofol,5.3248,163.0078,28.43,69,34,2.59,FM,1693776512
334,halmstad,56.6745,12.8568,18.11,88,100,4.63,SE,1693776512
335,northam,51.0333,-4.2167,19.81,89,67,3.04,GB,1693776512
336,petropavlovka,50.6114,105.3196,11.17,91,20,0.67,RU,1693776512
337,gisborne,-38.6533,178.0042,10.08,87,92,0.52,NZ,1693776513
338,greymouth,-42.4667,171.2,10.54,68,39,3.81,NZ,1693776513
339,renala khurd,30.8833,73.6,29.35,34,0,2.35,PK,1693776513
340,camiri,-20.05,-63.5167,30.88,40,100,3.09,BO,1693776513
341,badger,64.8,-147.5333,13.41,63,20,4.12,US,1693776513
342,ovria,38.1833,21.7167,24.6,56,77,1.61,GR,1693776513
343,lionel town,17.8101,-77.2406,30.94,60,23,3.71,JM,1693776514
344,myitkyina,25.3833,97.4,24.25,87,3,0.66,MM,1693776256
345,alice springs,-23.7,133.8833,18.75,32,2,4.63,AU,1693776514
346,tres arroyos,-38.3739,-60.2798,12.0,46,100,1.49,AR,1693776514
347,hobyo,5.3505,48.5268,24.92,83,8,11.76,SO,1693776359
348,khandyga,62.6667,135.6,4.41,68,86,1.95,RU,1693776514
349,koungheul,13.9833,-14.8,27.8,84,93,3.51,SN,1693776514
350,bayanaul,50.7889,75.6956,12.61,60,100,2.95,KZ,1693776515
351,gambiran satu,-8.3939,114.1464,19.52,95,96,0.65,ID,1693776515
352,lianzhou,24.7811,112.3825,22.96,93,100,1.66,CN,1693776515
353,ampanihy,-24.7,44.75,21.49,51,0,2.58,MG,1693776515
354,nouadhibou,20.931,-17.0347,25.99,61,25,6.69,MR,1693776515
355,newman,37.3138,-121.0208,26.14,41,97,1.79,US,1693776516
356,cabo san lucas,22.8909,-109.9124,35.9,66,20,4.63,MX,1693776314
357,mokhsogollokh,61.4681,128.9203,2.69,73,83,1.82,RU,1693776516
358,nguti,5.3299,9.4185,22.62,98,100,0.35,CM,1693776516
359,praia da vitoria,38.7333,-27.0667,23.2,88,20,1.1,PT,1693776516
360,baiti,13.745,-14.7482,26.98,86,65,3.27,SN,1693776516
361,baise city,23.8997,106.6133,22.26,98,100,1.78,CN,1693776517
362,kerikeri,-35.2268,173.9474,13.84,96,29,1.41,NZ,1693776517
363,yangiyul,41.112,69.0471,22.48,25,6,2.43,UZ,1693776517
364,lethem,3.3803,-59.7968,32.03,58,20,5.14,GY,1693776517
365,pacifica,37.6138,-122.4869,25.96,78,40,7.72,US,1693776517
366,fort morgan,40.2503,-103.8,34.68,26,6,3.6,US,1693776517
367,chonchi,-42.6128,-73.8092,5.07,84,61,1.1,CL,1693776518
368,shamakhi,40.6314,48.6414,19.91,49,0,1.28,AZ,1693776518
369,aldan,58.6031,125.3894,2.93,65,92,1.87,RU,1693776518
370,pontianak,-0.0333,109.3333,23.99,88,75,3.6,ID,1693776288
371,temiskaming shores,47.4938,-79.7153,25.89,55,100,4.22,CA,1693776268
372,auburn,47.3073,-122.2284,22.43,72,100,6.69,US,1693776302
373,guerrero negro,27.9769,-114.0611,25.38,74,39,9.48,MX,1693776519
374,kyzyl-mazhalyk,51.1333,90.6,11.95,63,100,0.2,RU,1693776519
375,bamboo flat,11.7,92.7167,25.05,88,100,5.14,IN,1693776519
376,keren,15.7778,38.4581,25.05,54,30,0.94,ER,1693776519
377,manicore,-5.8092,-61.3003,34.97,46,0,3.09,BR,1693776519
378,ilhabela,-23.7781,-45.3581,22.54,91,11,3.03,BR,1693776519
379,goondiwindi,-28.55,150.3167,15.76,83,66,6.37,AU,1693776520
380,vernon,50.2581,-119.2691,22.2,60,98,1.03,CA,1693776520
381,kapa'a,22.0752,-159.319,29.18,74,20,7.72,US,1693776438
382,new norfolk,-42.7826,147.0587,6.51,95,0,1.23,AU,1693776520
383,mont-laurier,46.5501,-75.4993,27.79,53,30,2.71,CA,1693776520
384,mount gambier,-37.8333,140.7667,16.03,36,100,6.06,AU,1693776510
385,luganville,-15.5333,167.1667,25.64,87,96,5.26,VU,1693776521
386,hilo,19.7297,-155.09,30.16,69,40,1.79,US,1693776409
387,quellon,-43.1167,-73.6167,5.14,87,100,3.6,CL,1693776521
388,pucheng,27.9233,118.5333,21.59,97,80,1.94,CN,1693776521
389,huambo,-12.7761,15.7392,19.89,21,0,1.54,AO,1693776521
390,sarina,-21.4333,149.2167,19.78,1,13,1.62,AU,1693776521
391,mhlume,-26.0333,31.85,18.02,77,40,1.68,SZ,1693776522
392,dzhangala,49.2167,50.3333,18.03,38,0,2.77,KZ,1693776522
393,dakhla,23.6848,-15.958,22.01,83,38,4.63,EH,1693776522
394,kale,50.9581,1.8521,18.33,84,100,4.16,FR,1693776522
395,hadibu,12.65,54.0333,25.83,83,31,6.31,YE,1693776522
396,lubang,13.8584,120.124,27.71,85,100,11.27,PH,1693776522
397,dauphin,51.1494,-100.0502,27.08,47,0,3.6,CA,1693776523
398,aioun,16.6614,-9.6149,34.61,39,99,5.95,MR,1693776523
399,adrar,20.5022,-10.0711,34.23,20,8,4.81,MR,1693776523
400,itoman,26.1247,127.6694,28.43,78,75,4.12,JP,1693776523
401,guane,22.2025,-84.0875,30.0,67,100,1.03,CU,1693776523
402,iskushuban,10.2837,50.23,29.09,49,29,6.44,SO,1693776523
403,veydelevka,50.1521,38.4492,18.19,64,40,4.39,RU,1693776524
404,lihue,21.9789,-159.3672,28.77,67,20,7.72,US,1693776524
405,garachico,28.7781,-17.7646,22.06,60,20,1.03,ES,1693776524
406,hirara,24.8,125.2833,26.15,94,100,5.14,JP,1693776524
407,chissamba,-12.1667,17.3333,20.86,14,75,1.41,AO,1693776524
408,lahti,59.9911,30.1597,14.49,88,0,1.9,RU,1693776525
409,alo,7.4178,6.7371,23.75,94,100,1.67,NG,1693776525
410,gournay-en-bray,49.4828,1.7247,22.63,92,100,3.78,FR,1693776525
411,clarksburg,39.2807,-80.3445,30.79,63,75,3.6,US,1693776525
412,holualoa,19.6228,-155.9522,27.65,76,40,6.69,US,1693776525
413,hola,51.5377,23.1902,14.1,65,45,1.4,PL,1693776427
414,valparaiso,-33.0393,-71.6273,17.8,68,0,3.6,CL,1693776272
415,naracoorte,-36.9579,140.7383,17.9,30,100,9.55,AU,1693776526
416,lazaro cardenas,17.9583,-102.2,30.96,68,46,3.68,MX,1693776329
417,carutapera,-1.195,-46.02,26.88,75,76,4.13,BR,1693776526
418,flying fish cove,-10.4217,105.6791,22.82,88,100,4.63,CX,1693776527
419,rampur,28.8167,79.0333,26.05,69,0,1.94,IN,1693776527
420,cabedelo,-6.9811,-34.8339,24.37,80,15,7.04,BR,1693776292
421,constitucion,-35.3333,-72.4167,11.6,90,100,2.8,CL,1693776527
422,mandera,3.9366,41.867,26.91,56,74,10.2,KE,1693776527
423,nyurba,63.2842,118.3319,3.52,75,81,0.95,RU,1693776527
424,mobaye,4.319,21.1786,21.79,98,100,1.11,CF,1693776528
425,kilinochchi,9.3961,80.3982,26.87,79,100,8.32,LK,1693776528
426,kristiansund,63.1115,7.732,15.03,94,100,8.75,NO,1693776528
427,leh,34.1667,77.5833,13.69,38,37,2.19,IN,1693776376
428,itaituba,-4.2761,-55.9836,35.09,41,20,3.09,BR,1693776528
429,grand falls-windsor,48.9332,-55.6649,22.5,52,0,0.45,CA,1693776529
430,lisala,2.15,21.5167,21.58,98,82,1.29,CD,1693776529
431,mar del plata,-38.0023,-57.5575,9.49,87,0,3.09,AR,1693776529
432,east london,-33.0153,27.9116,17.56,82,34,1.17,ZA,1693776529
433,diapaga,12.0708,1.7889,23.9,87,19,1.88,BF,1693776530
434,honnali,14.25,75.6667,22.08,93,100,3.92,IN,1693776530
435,lucheng,31.2336,117.2806,21.07,93,75,2.0,CN,1693776452
436,bargaal,11.2864,51.0773,25.07,86,42,1.95,SO,1693776531
437,talcahuano,-36.7167,-73.1167,11.82,58,0,5.14,CL,1693776531
438,karakulino,56.012,53.7067,14.01,71,5,1.39,RU,1693776532
439,astrakhan,46.3497,48.0408,16.93,82,0,3.13,RU,1693776532
440,labrador city,52.9463,-66.9114,22.95,60,40,6.69,CA,1693776532
441,pathein,16.7833,94.7333,25.33,96,100,0.87,MM,1693776532
442,kuraymah,18.55,31.85,36.79,17,75,5.08,SD,1693776533
443,porto belo,-27.1578,-48.5531,22.05,98,100,0.67,BR,1693776483
444,key largo,25.0865,-80.4473,30.0,64,59,9.31,US,1693776394
445,guilin,25.2819,110.2864,22.06,89,19,1.86,CN,1693776533
446,las khorey,11.1595,48.1967,32.05,57,45,2.62,SO,1693776533
447,newcastle,-32.9272,151.7765,14.84,95,20,0.0,AU,1693776468
448,thunder bay,48.4001,-89.3168,30.99,58,40,4.63,CA,1693776534
449,mora,11.0461,14.1401,25.68,71,100,1.63,CM,1693776534
450,kharp,66.8014,65.8081,7.49,84,3,1.01,RU,1693776534
451,monticello,45.3055,-93.7941,36.18,43,0,2.57,US,1693776534
452,taltal,-25.4,-70.4833,18.07,60,73,2.4,CL,1693776534
453,nikol'sk,53.7189,46.0712,12.42,49,19,2.45,RU,1693776535
454,galle,6.0367,80.217,25.39,88,100,8.44,LK,1693776535
455,pruszcz gdanski,54.2622,18.6363,16.45,88,0,1.54,PL,1693776535
456,stockerau,48.383,16.1996,20.07,83,75,1.79,AT,1693776535
457,macusani,-14.0833,-70.4333,9.21,50,94,6.07,PE,1693776535
458,montego bay,18.4712,-77.9188,26.89,83,40,2.06,JM,1693776327
459,port lincoln,-34.7333,135.8667,12.11,64,64,10.11,AU,1693776536
460,maumere,-8.6199,122.2111,23.02,80,48,1.46,ID,1693776536
461,north bend,43.4065,-124.2243,24.58,77,40,3.09,US,1693776536
462,bengkulu,-3.8004,102.2655,22.0,88,18,3.39,ID,1693776284
463,tawau,4.2498,117.8871,25.07,84,94,0.78,MY,1693776536
464,hanzhong,33.0728,107.0303,19.55,87,0,0.45,CN,1693776536
465,macapa,0.0389,-51.0664,30.99,58,40,4.63,BR,1693776537
466,huilong,31.8111,121.655,27.18,91,62,2.21,CN,1693776537
467,kati,12.7441,-8.0726,25.67,90,98,1.57,ML,1693776537
468,sitka,57.0531,-135.33,12.94,94,100,1.54,US,1693776537
469,kruisfontein,-34.0033,24.7314,10.72,76,51,3.58,ZA,1693776538
470,junin de los andes,-39.9504,-71.0694,4.86,58,72,5.0,AR,1693776538
471,gorontalo,0.5412,123.0595,22.7,94,30,2.27,ID,1693776538
472,makhambet,47.6667,51.5833,20.25,34,2,4.02,KZ,1693776538
473,gao,16.6362,1.637,33.25,39,100,5.17,ML,1693776538
474,abalak,58.1286,68.5944,8.52,86,62,4.29,RU,1693776538
475,porbandar,21.6422,69.6093,27.1,75,83,3.68,IN,1693776539
476,umm ruwaba,12.9061,31.2158,29.04,56,100,4.1,SD,1693776539
477,mineros,-17.1167,-63.2333,31.38,48,100,4.09,BO,1693776539
478,sechura,-5.5569,-80.8222,25.78,56,17,8.57,PE,1693776539
479,medina,24.4686,39.6142,38.24,16,0,3.6,SA,1693776539
480,ust'-barguzin,53.45,108.9833,7.37,90,39,2.29,RU,1693776539
481,neiafu,-18.65,-173.9833,25.38,83,40,2.06,TO,1693776540
482,linxia chengguanzhen,35.6003,103.2064,13.88,61,0,1.51,CN,1693776540
483,tucuma,-0.1833,-50.05,29.06,65,40,4.85,BR,1693776540
484,nar'yan-mar,67.6713,53.087,15.01,91,100,3.45,RU,1693776540
485,fale old settlement,-9.3852,-171.2468,27.59,80,92,7.2,TK,1693776540
486,nacala,-14.5428,40.6728,21.64,88,5,1.2,MZ,1693776391
487,feicheng,35.2606,117.9675,19.78,82,28,0.12,CN,1693776541
488,bayanhongor,46.7167,100.1167,10.2,45,83,1.35,MN,1693776542
489,kenai,60.5544,-151.2583,13.05,88,100,5.14,US,1693776542
490,shiqian,27.5225,108.2281,17.76,95,92,0.51,CN,1693776543
491,savaneta,12.45,-69.9333,31.94,74,20,7.72,AW,1693776543
492,altay,47.8667,88.1167,17.57,29,78,3.44,CN,1693776543
493,east ballina,-28.8667,153.5833,15.44,87,70,1.89,AU,1693776543
494,gualeguaychu,-33.0094,-58.5172,12.72,98,100,6.71,AR,1693776544
495,champerico,14.3,-91.9167,26.3,63,26,2.73,GT,1693776544
496,ulsteinvik,62.3432,5.8487,16.53,94,100,9.39,NO,1693776544
497,ujfeherto,47.8,21.6833,15.89,75,42,6.09,HU,1693776544
498,shibirghan,36.6676,65.7529,23.25,20,0,1.44,AF,1693776544
499,colachel,8.1667,77.25,25.17,90,99,5.86,IN,1693776545
500,wotje,9.4543,170.2367,27.95,77,39,2.25,MH,1693776545
501,onega,63.9061,38.1404,15.14,79,75,1.85,RU,1693776545
502,puerto baquerizo moreno,-0.9,-89.6,27.55,69,20,8.23,EC,1693776545
503,xining,36.6167,101.7667,10.75,60,0,1.12,CN,1693776545
504,prudentopolis,-25.2131,-50.9778,22.19,87,85,1.29,BR,1693776356
505,les avirons,-21.2418,55.3394,19.03,73,0,3.09,RE,1693776546
506,awjilah,29.1081,21.2869,26.18,50,0,6.01,LY,1693776546
507,redding,40.5865,-122.3917,28.45,43,0,2.06,US,1693776429
508,robore,-18.3333,-59.75,37.58,25,93,4.52,BO,1693776546
509,banposh,22.25,84.8,24.44,93,96,1.19,IN,1693776546
510,kochubey,44.3861,46.5825,23.47,67,100,8.6,RU,1693776547
511,revelstoke,50.9832,-118.2023,17.01,88,100,3.6,CA,1693776548
512,khromtau,50.2503,58.4347,12.61,75,76,3.01,KZ,1693776548
513,santa isabel,-23.3156,-46.2214,29.61,67,97,1.57,BR,1693776549
514,safi,32.1667,-8.8333,18.13,78,1,4.89,MA,1693776369
515,port macquarie,-31.4333,152.9167,11.61,89,12,1.99,AU,1693776549
516,mandal,25.45,74.5667,25.48,66,3,3.83,IN,1693776549
517,malango,-2.9627,119.9001,18.51,98,62,0.52,ID,1693776550
518,filipstad,59.7124,14.1683,11.91,93,100,2.78,SE,1693776550
519,murun-kuren,49.6342,100.1625,11.52,68,60,0.65,MN,1693776551
520,san pedro del pinatar,37.8357,-0.791,28.24,77,100,7.6,ES,1693776551
521,eraan,9.0629,117.7016,26.25,79,100,2.08,PH,1693776551
522,linfen,36.0889,111.5189,24.24,59,4,0.67,CN,1693776459
523,ola,59.5833,151.2833,6.75,68,5,3.81,RU,1693776551
524,ongwediva,-17.7833,15.7667,22.98,15,6,4.27,NA,1693776552
525,alaghsas,17.0187,8.0168,35.32,32,68,3.79,NE,1693776552
526,christchurch,-43.5333,172.6333,10.74,89,75,6.17,NZ,1693776386
527,muleshoe,34.2265,-102.7238,36.8,11,0,6.12,US,1693776552
528,chittagong,22.9167,91.5,26.08,93,100,2.48,BD,1693776308
529,lesnoy,57.6198,63.0784,8.04,89,85,2.96,RU,1693776553
530,auki,-8.7676,160.7034,26.81,81,72,1.98,SB,1693776553
531,reggane,26.7158,0.1714,37.75,11,0,3.04,DZ,1693776554
532,salay,8.8592,124.7892,26.94,80,100,1.97,PH,1693776554
533,zuru,11.4241,5.2288,23.44,88,4,2.23,NG,1693776555
534,encarnacion de diaz,21.5167,-102.2333,26.88,24,10,0.23,MX,1693776555
535,sinabang,2.4803,96.3801,24.55,89,100,0.81,ID,1693776556
536,vallegrande,-18.4897,-64.1069,19.75,57,99,6.23,BO,1693776556
537,mubende,0.5606,31.39,18.1,81,0,1.3,UG,1693776556
538,paso de los toros,-32.8167,-56.5167,14.51,98,100,5.87,UY,1693776556
539,chaiya,9.3862,99.1986,26.21,84,100,3.14,TH,1693776557
540,thaton,16.9206,97.3714,25.38,93,100,1.57,MM,1693776557
541,kapuskasing,49.4169,-82.4331,31.0,55,75,6.17,CA,1693776557
542,la sarre,48.8002,-79.1996,29.96,48,16,4.73,CA,1693776557
543,kincardine,56.0667,-3.7167,16.62,89,60,3.08,GB,1693776557
544,kalispell,48.1958,-114.3129,22.6,56,0,3.6,US,1693776558
545,stephenville,32.2207,-98.2023,39.37,20,0,4.12,US,1693776558
546,bako,5.7833,36.5667,21.97,53,81,1.81,ET,1693776558
547,tokar,18.4254,37.729,31.35,65,1,3.32,SD,1693776558
548,necochea,-38.5473,-58.7368,8.63,72,100,2.9,AR,1693776558
549,boguchany,58.3814,97.4531,7.71,74,99,0.69,RU,1693776558
550,sola,-13.8833,167.55,25.96,85,77,8.41,VU,1693776559
551,sihanoukville,10.6093,103.5296,26.97,89,40,5.66,KH,1693776559
552,thinadhoo,0.5333,72.9333,27.61,69,100,2.34,MV,1693776559
553,richards bay,-28.783,32.0377,22.6,56,7,6.23,ZA,1693776559
554,pantai remis,4.4557,100.6288,26.01,89,79,1.53,MY,1693776559
555,slobozia bradului,45.5,27.05,17.56,84,100,5.76,RO,1693776559
556,kismayo,-0.3582,42.5454,24.73,80,2,7.04,SO,1693776560
557,waingapu,-9.6567,120.2641,21.85,82,14,4.56,ID,1693776560
558,cooper's town,26.8667,-77.5167,28.29,61,28,7.36,BS,1693776560
559,amos,48.5669,-78.1162,29.11,50,55,4.0,CA,1693776560
560,forster,-32.1667,152.5167,8.54,100,9,2.28,AU,1693776560
561,suva,-18.1416,178.4415,26.71,78,40,2.57,FJ,1693776370
562,mana,5.6592,-53.7767,27.71,75,95,4.58,GF,1693776561
563,fauske,67.2588,15.3918,12.02,87,100,1.23,NO,1693776561
564,axim,4.8699,-2.2405,24.19,91,70,3.43,GH,1693776561
565,kukuna,9.4,-12.6667,23.76,95,99,1.2,SL,1693776561
566,loiza,18.4313,-65.8802,31.99,66,40,4.12,PR,1693776561
567,two rivers,44.1539,-87.5693,35.56,47,0,5.66,US,1693776562
568,meadow lakes,61.6247,-149.6011,12.14,90,100,2.24,US,1693776562
569,muynoq,43.7683,59.0214,17.88,55,0,1.49,UZ,1693776562
570,beardstown,40.0176,-90.4243,34.48,48,0,0.45,US,1693776562
571,kerema,-7.9631,145.7785,23.47,91,100,1.22,PG,1693776562
572,kintampo,8.0563,-1.7306,22.04,95,100,2.43,GH,1693776562
573,hailar,49.2,119.7,6.6,94,29,1.65,CN,1693776563
